E,S,T,candidate_distance_evaluations,color_bound_violations,color_max_error,completion_distance_evaluations,component_certified,component_exact_components,component_protected_components,component_protected_edges,coverage_distance_evaluations,covers_all_observations,dataset,edge_jaccard,edge_precision,edge_recall,exact_output_match,fixed_cover_equal,gate_passed,graph_method,graph_seconds,graph_witness_counts_equal,index_seconds,landmark_sequence_equal,m,membership_completion_requested,membership_false_negatives,membership_false_positives,membership_precision,membership_recall,membership_seconds,memberships_complete,method,pipeline_peak_rss_bytes,repeat,rescued_observations,result_file,seed,selected_landmark_count,selection_seconds,staged_total_seconds,threads,validation_failures
558534,112872,934006,,0,0.0,0,True,478,478,558534,,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.7224448080000911,True,0.002155924999897252,True,6090,False,0,0,1.0,1.0,33.27693666999994,True,brute_force,360587264,2,,run_00069.json,1,6090,34.79930497600026,68.80084237900019,1,[]
171881,53884,189395,,0,1.8266571499407291,0,False,749,6670,83,,False,gaussian,0.19660304671182516,1.0,0.19660304671182516,False,False,True,sparse,0.2744557150003857,True,0.03614648600023429,False,6747,False,61038,0,1.0,0.46887454099302134,0.23734143699994092,False,ivf,242753536,0,,run_00070.json,0,7863,0.7591297930002838,1.3070734310008447,1,[]
592,29557,9561,29557,0,0.0,12100000,True,17,17,592,182710,True,curve,1.0,1.0,1.0,True,True,True,sparse,0.017365408999921783,True,0.4526992920000339,True,605,True,0,0,1.0,1.0,0.7065806289997454,True,verified_hnsw_complete,197500928,2,0,run_00071.json,0,605,0.23583063500018397,1.412475964999885,1,[]
874254,114922,1219045,0,0,0.0,134940000,True,749,749,874254,67481705,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.330950643000051,True,2.933999894594308e-06,True,6747,True,0,0,1.0,1.0,8.548964460999741,True,verified_none_complete,508243968,2,13253,run_00072.json,0,6747,36.93828122900004,46.81819926699973,1,[]
830542,112442,1128697,112112,0,0.8076214790344238,0,False,795,867,319560,24668095,True,gaussian,0.9886710338202436,1.0,0.9886710338202436,False,False,True,sparse,1.0252332009999918,True,1.275101708999955,True,6868,False,2076,0,1.0,0.9818718454740739,0.0,False,verified_hnsw_partial,468836352,1,330,run_00073.json,2,6868,35.0851727270001,37.385507637000046,1,[]
840059,114518,1150593,,0,0.0,0,True,795,795,840059,,True,gaussian,1.0,1.0,1.0,True,True,True,inverted,1.2716008590000456,True,0.008509624999987864,True,6868,False,0,0,1.0,1.0,4.537004367999998,True,ckdtree,505110528,2,,run_00074.json,2,6868,4.891999809000026,10.709114661000058,1,[]
840059,114518,1150593,,0,0.0,0,True,795,795,840059,,True,gaussian,1.0,1.0,1.0,True,True,True,sparse,1.0329942439998376,True,0.041044318999865936,True,6868,False,0,0,1.0,1.0,4.30526399900009,True,ball_tree,454135808,0,,run_00075.json,2,6868,5.1815657990000545,10.560868360999848,1,[]
0,20000,0,0,0,0.06139488639058288,0,False,14,614,0,11529689,True,curve,0.0,1.0,0.0,False,False,True,sparse,0.012610938999841892,True,2.8630001907004043e-06,True,614,False,9790,0,1.0,0.671366230278617,0.0,False,verified_none_partial,187047936,2,19386,run_00076.json,1,614,1.5099247050002305,1.522538507000263,1,[]
0,20000,0,0,0,0.07521863737884832,0,False,9,607,0,11324420,True,curve,0.0,1.0,0.0,False,False,True,sparse,0.012978375999864511,True,3.353000010974938e-06,True,607,False,9797,0,1.0,0.6712085109239185,0.0,False,verified_none_partial,187047936,2,19393,run_00077.json,2,607,1.4667484460001106,1.479730174999986,1,[]
536603,114134,934543,113678,0,0.0,118120000,True,438,438,536603,17724107,True,mixture,1.0,1.0,1.0,True,True,True,sparse,0.680118671999935,True,0.9737265149997256,True,5906,True,0,0,1.0,1.0,7.194092232000003,True,verified_hnsw_complete,371671040,1,91,run_00078.json,2,5906,20.2996718280001,29.147609246999764,1,[]
